time,position
0.0,0.546624767889618
0.04,-1.99121565031456
0.08,-4.52905606851874
0.12,-3.06597447616818
0.16,2.39802912673711
0.2,7.86203272964241
0.24,7.19491413565698
0.28,6.52779554167156
0.32,5.56794666019412
0.36,4.31536749122467
0.4,3.06278832225522
0.44,7.23868443863836
0.48,11.4145805550215
0.52,12.6051735671086
0.56,10.8104634748996
0.6,9.01575338269068
0.64,7.68120542142591
0.68,6.34665746016114
0.72,5.11083282911565
0.76,3.97373152828942
0.8,2.83663022746319
0.84,0.856494582697876
0.88,-1.12364106206745
0.92,-2.17582691511045
0.96,-2.30006297643113
1.0,-2.42429903775181
1.04,-2.07467591717992
1.08,-1.72505279660804
1.12,-0.915736103250498
1.16,0.353274162892695
1.2,1.6222844290359
1.24,1.4884483567186
1.28,1.35461228440131
1.32,0.951850825169582
1.36,0.28016397902343
1.4,-0.391522867122718
1.44,2.0498052562291
1.48,4.49113337958091
1.52,3.70366592656545
1.56,-0.312597102817303
1.6,-4.32886013220005
1.64,-2.74703726803331
1.68,-1.16521440386656
1.72,1.35297923108179
1.76,4.80754363681174
1.8,8.26210804254169
1.84,6.93410596169567
1.88,5.60610388084967
1.92,2.62054588551835
1.96,-2.02256802429827
2.0,-6.66568193411489
2.04,-1.66079815915935
2.08,3.3440856157962
2.12,4.67570313508746
2.16,2.33405439871446
2.2,-0.0075943376585477
2.24,3.03831885097768
2.28,6.08423203961387
2.32,4.81879008707383
2.36,-0.758007006642476
2.4,-6.33480410035879
2.44,-1.23409359294451
2.48,3.86661691446976
2.52,5.06761688469449
2.56,2.36890631772968
2.6,-0.329804249235134
2.64,-0.959633765879954
2.68,-1.58946328252477
2.72,-0.932480681436107
2.76,1.01131403738602
2.8,2.95510875620818
2.84,-0.909589347855468
2.88,-4.77428745191911
2.92,-6.31193731311721
2.96,-5.52253893144977
3.0,-4.73314054978232
3.04,-3.1568707318516
3.08,-1.58060091392088
3.12,-0.540588942715272
3.16,-0.0368348182347728
3.2,0.466919306245727
3.24,0.0971914017597083
3.28,-0.272536502726306
3.32,-0.485648432479436
3.36,-0.542144387499677
3.4,-0.598640342519919
3.44,3.34718506447142
3.48,7.29301047146276
3.52,8.41181661365767
3.56,6.70360349105616
3.6,4.99539036845465
3.64,1.92507156227074
3.68,-1.14524724391318
3.72,-1.81204624722272
3.76,-0.0753254476579052
3.8,1.66139535190693
3.84,-0.270569787446194
3.88,-2.20253492679932
3.92,-1.41765284958699
3.96,2.08407644419078
4.0,5.58580573796855
4.04,4.47995244552622
4.08,3.37409915308389
4.12,1.22450611242363
4.16,-1.96882667645451
4.2,-5.16215946533265
4.24,-3.65195404104398
4.28,-2.14174861675531
4.32,0.411242516432816
4.36,4.00701935852036
4.4,7.60279620060791
4.44,0.0569843019973284
4.48,-7.48882759661325
4.52,-10.2809305687854
4.56,-8.31932461451926
4.6,-6.35771866025312
4.64,-2.72297710546695
4.68,0.911764449319226
4.72,1.64442796417438
4.76,-0.524986560901627
4.8,-2.69440108597763
4.84,1.33993111168037
4.88,5.37426330933837
4.92,4.51434918699029
4.96,-1.23981125536408
5.0,-6.99397169771844
5.04,-4.11630541920696
5.08,-1.23863914069548
5.12,1.37248942458125
5.16,3.71708027662324
5.2,6.06167112866523
5.24,4.93213279505727
5.28,3.80259446144932
5.32,2.58666943388755
5.36,1.28435771237196
5.4,-0.0179540091436172
5.44,-1.87665576568777
5.48,-3.73535752223191
5.52,-4.61306404017937
5.56,-4.50977531953018
5.6,-4.40648659888099
5.64,-4.53287866227001
5.68,-4.65927072565903
5.72,-4.34143917345801
5.76,-3.57938400566694
5.8,-2.81732883787587
5.84,-0.461331225327968
5.88,1.89466638721994
5.92,2.32655107959272
5.96,0.83432285179029
6.0,-0.657905376012138
6.04,0.709267183858443
6.08,2.07643974372902
6.12,0.0655664439641823
6.16,-5.32335271543593
6.2,-10.712271874836
6.24,-4.83303985371887
6.28,1.0461921673983
6.32,-0.222376201743727
6.36,-8.63874496114464
6.4,-17.0551137205456
6.44,-10.4789238310943
6.48,-3.90273394164301
6.52,0.452002376428458
6.56,2.58528512312031
6.6,4.71856786981217
6.64,0.917982236407489
6.68,-2.88260339699719
6.72,-2.95968401227122
6.76,0.686740390585574
6.8,4.33316479344237
6.84,3.21617244787833
6.88,2.09918010231429
6.92,1.38703036555003
6.96,1.07972323758556
7.0,0.772416109621081
7.04,-0.148846689988888
7.08,-1.07010948959886
7.12,-1.45312521189251
7.16,-1.29789385686987
7.2,-1.14266250184723
7.24,1.36855938095884
7.28,3.87978126376491
7.32,5.48479000899889
7.36,6.18358561666084
7.4,6.88238122432279
7.44,2.9755194334834
7.48,-0.931342357355985
7.52,-2.22000328955718
7.56,-0.890463363120254
7.6,0.439076563316676
7.64,-2.1366083528833
7.68,-4.71229326908327
7.72,-5.64215431456793
7.76,-4.9261914893372
7.8,-4.21022866410646
7.84,-3.40252911340903
7.88,-2.59482956271161
7.92,-1.80814464790388
7.96,-1.04247436898585
8.0,-0.276804090067823
8.04,-3.11760457002552
8.08,-5.95840504998334
8.12,-7.05109593468056
8.16,-6.39567722411728
8.2,-5.74025851355402
8.24,-2.75946677866941
8.28,0.22132495621506
8.32,2.51927604534329
8.36,4.13438648871503
8.4,5.74949693208683
8.44,4.87271565398365
8.48,3.99593437588043
8.52,2.54779635938978
8.56,0.528301604511563
8.6,-1.49119315036656
8.64,-5.7541163670304
8.68,-10.0170395836941
8.72,-9.4212376601162
8.76,-3.96671059629734
8.8,1.48781646752176
8.84,-0.145907041704904
8.88,-1.77963055093164
8.92,-3.72407562677907
8.96,-5.97924226924737
9.0,-8.23440891171557
9.04,-6.01349745263659
9.08,-3.79258599355752
9.12,-3.01805177602277
9.16,-3.6898948000323
9.2,-4.36173782404179
9.24,-4.01532595828317
9.28,-3.66891409252457
9.32,-1.8622094915446
9.36,1.4047878446567
9.4,4.67178518085815
9.44,3.60310241653087
9.48,2.53441965220354
9.52,2.04006397051251
9.56,2.12003537145772
9.6,2.20000677240293
9.64,0.633383606718224
9.68,-0.93323955896641
9.72,-3.18737400378824
9.76,-6.12901972774702
9.8,-9.07066545170592
9.84,-4.51612196350652
9.88,0.0384215246930919
9.92,4.01817064170413
9.96,7.42312538752695
10.0,10.8280801333496
