time,position
0.0,0.546624767889618
0.1,-5.79797627762082
0.2,7.86203272964241
0.3,6.19423624467884
0.4,3.06278832225522
0.5,13.5025286132131
0.6,9.01575338269068
0.7,5.67938347952876
0.8,2.83663022746319
0.9,-2.11370888445011
1.0,-2.42429903775181
1.1,-1.5502412363221
1.2,1.6222844290359
1.3,1.28769424824266
1.4,-0.391522867122718
1.5,5.71179744125682
1.6,-4.32886013220005
1.7,-0.374302971783183
1.8,8.26210804254169
1.9,4.94210284042666
2.0,-6.66568193411489
2.1,5.84652750327397
2.2,-0.0075943376585477
2.3,7.60718863393199
2.4,-6.33480410035879
2.5,6.4169721681769
2.6,-0.329804249235134
2.7,-1.90437804084718
2.8,2.95510875620818
2.9,-6.70663650395093
3.0,-4.73314054978232
3.1,-0.792466004955522
3.2,0.466919306245727
3.3,-0.457400454969315
3.4,-0.598640342519919
3.5,9.26592317495843
3.6,4.99539036845465
3.7,-2.68040664700513
3.8,1.66139535190693
3.9,-3.16851749647588
4.0,5.58580573796855
4.1,2.82117250686273
4.2,-5.16215946533265
4.3,-1.386645904611
4.4,7.60279620060791
4.5,-11.2617335459185
4.6,-6.35771866025312
4.7,2.72913522671235
4.8,-2.69440108597763
4.9,7.39142940816741
5.0,-6.99397169771844
5.1,0.200193998560233
5.2,6.06167112866523
5.3,3.23782529464535
5.4,-0.0179540091436172
5.5,-4.66470840050397
5.6,-4.40648659888099
5.7,-4.72246675735354
5.8,-2.81732883787587
5.9,3.07266519349392
6.0,-0.657905376012138
6.1,2.7600260236643
6.2,-10.712271874836
6.3,3.98580817795682
6.4,-17.0551137205456
6.5,-0.614638996917446
6.6,4.71856786981217
6.7,-4.78289621369957
6.8,4.33316479344237
6.9,1.54068392953226
7.0,0.772416109621081
7.1,-1.53074088940383
7.2,-1.14266250184723
7.3,5.13539220516791
7.4,6.88238122432279
7.5,-2.88477325277563
7.6,0.439076563316676
7.7,-6.00013572718329
7.8,-4.21022866410646
7.9,-2.19097978736288
8.0,-0.276804090067823
8.1,-7.37880528996219
8.2,-5.74025851355402
8.3,1.71172082365743
8.4,5.74949693208683
8.5,3.55754373682884
8.6,-1.49119315036656
8.7,-12.1485011920259
8.8,1.48781646752176
8.9,-2.59649230554497
9.0,-8.23440891171557
9.1,-2.68213026401803
9.2,-4.36173782404179
9.3,-3.49570815964526
9.4,4.67178518085815
9.5,2.0000782700399
9.6,2.20000677240293
9.7,-1.71655114180873
9.8,-9.07066545170592
9.9,2.31569326879279
10.0,10.8280801333496
