x_loc,y_loc
-25.0685822204652,-1.20083499613918
21.8730931067692,11.5915691492123
-45.4675146625087,-18.1878602873096
-44.1359448637429,16.4807173910335
-25.8905144025202,21.005973014278
1.04585781859713,-31.7751753207664
-24.0010591637849,-37.997100365049
-34.9771389062843,-38.2605762714131
-54.6928003931394,-39.0029426328495
-52.503354143629,-31.4388234939016
-1.63919805885982,-27.2185440332665
-36.2738371303526,-5.33574604424726
54.5047810618317,31.0027449621125
59.5388937848734,38.3981851685628
55.759648549505,6.78000012773553
49.0639303001347,-38.2752374691123
-51.6444452776182,36.1040835235176
35.1536440909017,-39.6566784972219
-45.4312095056358,-16.1886045508388
-35.9760951811332,-38.306252971601
-51.7326403020791,-35.6360616536243
12.5865995914256,18.0833914766482
-15.4846988658982,-34.0174216740033
-18.5154715373902,1.21806802240399
-59.3274690428089,29.9821996644523
52.8847954388734,27.3474304139145
-43.2607954294493,-38.5959033334768
-55.0335779199599,18.9549818749779
-41.2330169352317,9.83034796385111
2.68133971904772,10.9238815477318
58.6169936239512,-9.11258705231252
32.4190106272978,11.7262889757535
-55.2071866857428,-28.9130460204305
-42.8780463567344,38.0304647784948
59.4084778320212,-14.7540446887196
12.4833669862971,3.28669702310967
-26.6245035403343,-1.43232027928971
-45.0738985685225,-36.9113987255769
18.2622782412538,4.86376021641411
-38.8886804401362,38.0954818516537
16.1415173477147,9.86185945478123
13.2990293100053,8.91424821117923
-23.2047843131943,-0.475999970146872
-6.45642460309047,-37.6771120143757
-40.8871133818795,38.1206152840777
-50.1506555548929,-35.5150255048339
-6.92219059349995,-31.554646862762
59.6152180771616,-33.4574300611693
-15.8907694872761,7.54290789958533
58.7527498864447,-38.9769212291208
-50.8786483731636,-37.3756654730852
-24.8858562640414,-37.314627746914
-49.9353157136949,-36.5133000837126
-47.7155821015862,36.7972880242578
-10.1535950410878,-32.4179187140652
-28.4789303563114,32.5934448027576
17.1458163085144,-4.10937365152266
-26.5593093676231,-39.0841441645113
10.5354698261354,2.8455686206279
-52.0091652178216,-30.8476906600565
2.60492992911578,-24.612477198992
4.604203465726,11.4736821854869
12.738125384839,-15.2295376440385
55.0507359944216,31.8405595069736
-59.3194880724692,5.64894287298096
-47.6201302076352,-25.4326723720331
-35.4103522119396,8.61268530484304
15.5646229328281,-35.1950528027195
-51.7006904623778,-39.1855979155748
-52.6975468622533,-39.106368388078
-18.3550045612449,23.5163655311384
41.5670412125384,15.6258963647603
-6.28760678161012,5.49939142583654
55.9954158511239,-39.189136501858
56.7871058350679,39.3670662935831
13.6888474253832,-13.471579912672
-20.3113602716552,20.0838151340395
7.54198801749989,12.0156525158905
-54.3604138682607,-27.9537018186075
-3.44308091249251,27.5606356529583
-27.6034376132233,-38.5753095630505
25.1283389949714,6.20057777276672
-59.1340318058774,2.6594493639444
-39.9527988572284,-38.5664786594013
58.9780569896571,-18.7287978406004
-46.8713282059027,11.6441258553083
9.80717535278838,20.9419850586579
-25.0008140557215,-37.9749608969228
24.4692498020235,12.0053723597661
59.3573883414499,-30.4733130006376
11.497782057132,3.11751561927725
45.9739165065927,19.5663943704709
-54.0884714302266,-33.7923810893724
-20.3923855739064,0.550228280214344
-53.55969451636,17.6030735811506
-43.8599237289783,37.8409474286941
-55.1510845616187,34.2317170003877
-47.9834103118627,-34.1710330846676
-58.3866232076781,-0.241906421873793
-55.6834925684249,-38.8668213125945
-20.1819608933023,22.7082509680605
-41.8366281656713,-39.2282637621444
-58.815406126734,30.8411476081491
52.3896390591566,4.34122121134497
38.1407339515382,-39.380633122267
-53.4819034249984,35.3146842412201
50.9393852377964,19.6125467591858
15.033885920553,-9.70600306935249
47.2183203997384,21.1310865986339
56.9625001680136,35.3520198246423
-6.99537907931836,8.59169981943446
22.8040682498137,11.9566517193705
-5.89577709031296,-29.8160690264699
-43.2332738145886,16.9110486320777
44.0967701881617,-38.8156055186969
-48.6944350429475,-33.4678660833189
-20.0192590084443,-38.3397330547181
-42.1104624265476,-19.6485352128029
-22.5984024527113,-38.6596523072527
0.388099257488149,-31.8598443228643
15.3914626925833,4.00913082937376
-56.9497617319754,8.82865872865661
18.6316181538991,1.65995729397426
2.96326660418374,0.371627642379991
-57.6786331037155,8.14400807068739
16.7088972002549,-5.00887445354438
37.9026048286779,8.13334724553767
-48.8889771931778,-31.7250866635744
59.0694360450035,-17.7329816586451
42.8865695658413,8.3214690481563
7.43734706643228,22.781427369965
-43.3089579100666,-10.7216354009709
26.185101277781,-39.4228705116066
54.1161479567017,30.0813523695674
-15.0980227576066,-39.1364919647131
50.308597156497,17.7171749471853
-42.7265580456721,-9.90873294805715
-57.1710892302072,22.3351903744084
4.40502133868583,7.71643521910123
8.36047776331693,8.28568457964003
-47.4185074143718,-36.1481888566415
59.5367449579535,-10.84943245099
36.6968308953848,12.7374724465851
59.1468309786431,-16.7359811449808
56.0389912107511,-4.8819320293277
-5.42062173260585,27.8337547943892
-45.1398736654456,10.6471520207356
-53.4279450952126,-32.256799579792
-36.3359866679476,8.99110419159529
-22.0973006083217,23.6510920759391
-38.2456324439861,9.55570421060218
-23.9933653762017,21.5972590491517
-47.0903598903142,-37.4633275356565
53.0786138412886,34.7227043715267
-45.3080451821573,-15.1962182604145
-58.6015275728547,-38.186369060697
44.8633492684132,8.07201559656477
-59.3678990199029,-37.5439713605539
52.0517993617021,-38.5311486767293
57.0160297538435,7.43183479775048
24.1504539903007,5.99143447825253
50.9940585091439,30.1999954968904
13.2404824914406,17.3267957106886
-32.0412856059546,-8.59768231832831
11.5275166943709,12.294493709353
-57.8369025570183,-20.8226913932922
55.4333133177483,8.65136129877963
-58.8779759250686,-18.0114441033625
-23.2071502003743,4.65266237397304
-59.3168319642103,4.64894640044272
2.07899576105496,-29.3823674208828
-45.1825481391285,-14.2041242667874
-37.1498287868109,-5.81807230085719
-28.7348666252078,6.53595406829041
39.8081955433076,14.6738145040876
-9.97995477794765,3.98575213626103
-59.0074543512826,-17.0198618641382
5.81046303652365,23.9443305987183
28.4364813985772,11.7162644706588
18.905871697695,4.63527747654271
27.1849769500915,-39.4386388318006
18.0209721922661,10.5443173205053
-49.4278554287809,-33.6510627494181
0.437460343242957,7.26873128131174
-36.9754563975963,-38.270515609789
58.8270497805444,-19.717330502072
-31.4162651104176,-7.81707397853256
20.8984509320863,11.3678000018095
-26.759258148417,6.22676908228801
53.6185774682315,35.5643927233403
26.1001352958568,6.43639963262153
8.37259178585826,-20.6957996471612
49.5006851605117,14.8337969095945
-4.93321723467235,-31.3875676855068
-7.29032700478403,-38.2290239497872
-44.4755467758182,-12.3437601812651
-53.3869317034275,-29.7374494600443
50.3090224399243,11.7476140208183
-19.4835274941572,0.967333771516639
15.0243616008946,13.77161377093
-35.0981719189121,36.9453372605432
-31.542609433636,-39.433104346908
53.7891372445719,7.08694141642167
-7.65439313192048,-30.7672221637926
13.7862891575399,16.4888845678807
-4.0467488625845,9.13429373681284
-44.9215788269603,-13.2387771695698
19.3167364682506,-36.5629732874067
-56.9477104074812,-27.9377058118409
-55.5796362477337,-34.346681946303
25.4440976453271,11.7825009116029
-32.4753274590174,35.5311892950775
19.4998654469328,12.5093160317528
-0.155832676158535,9.96056180168086
-57.3321714513077,-30.0199674232339
-33.992195269338,-38.0877005008756
